"Year","Term.Number","Department","Course.Number","Number.of.Sections","Enrollments","Median.GPA.Points","Average.Section.Size"
2021,3,"AAAS",31.1,1,14,4,14
2021,3,"AAAS",31.9,1,17,4,17
2021,3,"AAAS",60.01,1,19,3.66666666666667,14
2021,3,"AAAS",62.75,1,29,4,29
2021,3,"AAAS",65.65,1,16,3.33333333333333,16
2021,3,"AAAS",88.19,1,19,4,19
2021,3,"ANTH",3,1,58,3.66666666666667,58
2021,3,"ANTH",18,1,16,4,16
2021,3,"",12.19,1,24,4,24
2021,3,"ARTH",17.06,1,21,3.66666666666667,21
2021,3,"ARTH",47.01,1,27,3.66666666666667,27
2021,3,"ARTH",62.71,1,19,3.66666666666667,21
2021,3,"ASCL",54.09,1,22,3.66666666666667,22
2021,3,"ASCL",60.24,1,25,4,25
2021,3,"ASCL",70.18,2,88,4,44
2021,3,"ASTR",1,1,97,3.33333333333333,97
2021,3,"ASTR",2,2,62,4,31
2021,3,"BIOL",13,1,71,3,71
2021,3,"BIOL",8.04,1,13,4,13
2021,3,"BIOL",45,1,19,4,19
2021,3,"CHEM",52,1,65,3,49
2021,3,"CHEM",63,1,16,3.5,16
2021,3,"CLST",4,2,102,3.85947712418301,51
2021,3,"CLST",12.02,2,29,3.66666666666667,14.5
2021,3,"",31,1,17,4,17
2021,3,"COGS",11.03,1,17,3.66666666666667,17
2022,1,"",18.04,1,32,4,32
2021,3,"COLT",39.03,1,16,4,16
2021,3,"COLT",40.23,1,16,3.33333333333333,16
2021,3,"COLT",57.1,1,44,4,44
2021,3,"COSC",21,1,25,4,25
2021,3,"COSC",30,1,55,3.33333333333333,63
2021,3,"COSC",50,1,41,4,41
2021,3,"COSC",56,1,36,3.66666666666667,36
2021,3,"COSC",59,1,30,4,30
2021,3,"CRWT",11,2,23,4,11.5
2021,3,"EARS",5,1,71,3.66666666666667,71
2021,3,"EARS",40,1,27,4,27
2021,3,"ECON",20,2,84,3.33333333333333,42
2021,3,"ECON",2,2,110,3.33333333333333,55
2021,3,"",22,1,39,3.33333333333333,39
2021,3,"ECON",26,2,92,3.66666666666667,46
2021,3,"EDUC",17,1,10,2.66666666666667,15
2021,3,"ENGL",44,1,13,3.66666666666667,20
2021,3,"",48,1,19,4,10
2021,3,"ENGL",52.1,1,21,3.66666666666667,23
2021,3,"ENGL",53.22,1,12,3.66666666666667,12
2021,3,"ENGL",53.39,1,29,4,29
2021,3,"ENGL",64.01,1,15,3.66666666666667,15
2021,3,"ENGS",2,1,50,4,50
2021,3,"ENGS",21,1,42,4,42
2021,3,"ENGS",22,1,39,4,39
2021,3,"ENGS",25,1,13,3.82758620689655,13
2021,3,"ENGS",27,1,19,4,19
2021,3,"ENGS",31,1,36,3.66666666666667,36
2021,3,"ENGS",33,1,14,4,14
2021,3,"ENGS",37,2,27,3.60493827160494,13.5
2021,3,"ENGS",37,1,16,3.66666666666667,16
2021,3,"ENVS",25,1,17,4,17
2021,3,"ENVS",80.11,1,18,4,18
2021,3,"ENVS",80.12,1,25,3.66666666666667,25
2021,3,"FILM",1,1,45,4,45
2021,3,"FILM",19.03,1,10,4,10
2021,3,"FILM",42.22,1,25,3.66666666666667,25
2021,3,"FILM",44.09,1,15,4,14
2021,3,"FILM",49.02,1,17,4,17
2021,3,"FREN",3,1,12,3.33333333333333,12
2021,3,"FRIT",37.04,1,16,4,16
2021,3,"GEOG",24,1,22,3.66666666666667,22
2021,3,"",6.01,1,23,3.66666666666667,23
2021,3,"GEOG",50.02,1,20,4,20
2021,3,"GEOG",50.03,1,17,4,17
2021,3,"GERM",26,1,18,4,18
2021,3,"GOVT",6,1,22,3.33333333333333,22
2021,3,"GOVT",20.02,1,22,3.33333333333333,22
2021,3,"GOVT",30.15,2,26,4,10
2021,3,"GOVT",50.02,1,28,3.33333333333333,28
2021,3,"GOVT",60.2,1,21,3.66666666666667,21
2021,3,"GOVT",85.29,1,15,3.66666666666667,11
2021,3,"GOVT",86.04,1,12,4,12
2021,3,"HIST",26,1,22,3.66666666666667,18
2021,3,"HIST",29,1,19,3.66666666666667,19
2021,3,"HIST",34,1,27,3.66666666666667,27
2021,3,"HIST",64,1,31,4,31
2021,3,"HIST",8.04,1,13,4,13
2021,3,"HIST",87,1,28,4,28
2021,3,"HIST",10.02,1,18,3.66666666666667,20
2021,3,"HIST",16.02,1,19,3.66666666666667,19
2021,3,"",33.01,1,26,4,26
2021,3,"",38.02,1,45,3.66666666666667,45
2021,3,"HIST",4,1,13,3.66666666666667,13
2021,3,"HIST",41.02,1,29,4,29
2021,3,"HUM",4.02,2,98,4,49
2021,3,"JWST",3,1,28,4,28
2021,3,"JWST",15.01,1,16,3.66666666666667,16
2021,3,"LACS",76,1,28,4,28
2021,3,"LACS",42.1,1,29,4,29
2021,3,"LAT",30.08,1,14,3.66666666666667,14
2021,3,"LATS",44,1,24,4,24
2021,3,"LING",1,1,38,3.66666666666667,38
2021,3,"LING",26,1,19,4,19
2021,3,"LING",11.14,1,14,3.66666666666667,14
2021,3,"MATH",20,1,14,3.66666666666667,14
2021,3,"MATH",22,1,27,3.66666666666667,27
2021,3,"MATH",31,1,35,4,35
2021,3,"MATH",54,1,10,3.66666666666667,10
2021,3,"",76,1,30,4,28
2021,3,"MES",10.1,1,28,3.66666666666667,28
2021,3,"MES",16.39,1,16,3.33333333333333,16
2021,3,"MES",17.07,1,20,3.66666666666667,22
2021,3,"MES",18.03,1,21,3.66666666666667,21
2021,3,"",3.03,1,20,4,20
2021,3,"MUS",51,1,29,4,29
2021,3,"NAS",9,1,45,3.66666666666667,45
2021,3,"PBPL",40,1,34,3.33333333333333,24
2021,3,"PHIL",1.08,1,27,3.66666666666667,27
2021,3,"PHIL",1.19,1,26,4,26
2021,3,"",37,1,19,3.66666666666667,12
2021,3,"PHIL",50.35,1,17,4,17
2021,3,"PHYS",6.02,1,35,3.66666666666667,35
2021,4,"PHYS",44,1,22,3.33333333333333,22
2021,3,"PORT",11,1,10,4,10
2021,3,"PSYC",10,1,13,3.33333333333333,13
2021,3,"PSYC",11,1,37,4,37
2021,3,"PSYC",25,1,38,3.33333333333333,38
2021,3,"PSYC",50.08,1,31,3.66666666666667,31
2021,3,"PSYC",52.05,1,33,3.66666666666667,34
2021,3,"REL",12,2,101,3.66666666666667,50.5
2021,3,"REL",15.01,1,17,4,17
2021,3,"REL",16.04,1,19,3.66666666666667,17
2021,3,"REL",19.36,1,20,4,20
2021,3,"REL",29.01,1,12,3.66666666666667,12
2021,3,"RUSS",33,1,14,4,14
2021,3,"RUSS",90.11,1,17,4,17
2021,3,"",24,1,20,4,20
2021,3,"SART",15,1,16,4,16
2021,3,"SART",16,1,12,4,12
2021,3,"SART",25,1,12,4,12
2021,3,"SART",29,1,12,4,12
2021,3,"SART",31,1,10,4,10
2021,4,"SOCY",45,1,21,4,21
2021,3,"SOCY",43,1,24,4,24
2021,3,"SOCY",66,1,16,3.66666666666667,16
2021,3,"SOCY",49.02,1,15,3.33333333333333,15
2021,3,"SPAN",2,1,12,3.66666666666667,12
2021,3,"SPAN",3,2,66,3.66666666666667,33
2021,3,"SPAN",43.06,1,12,4,12
2021,3,"",55.09,1,10,3.66666666666667,10
2021,3,"THEA",65,1,13,3.83333333333333,13
2021,3,"THEA",10.51,1,17,4,17
2021,3,"THEA",2,1,14,4,14
2021,3,"WGSS",26.02,1,19,4,19
2021,3,"WGSS",26.03,1,13,4,13
2021,3,"WGSS",66.06,1,18,4,18
2021,4,"AAAS",11,1,24,3.66666666666667,24
2021,4,"AAAS",12,1,21,3.66666666666667,21
2021,4,"AAAS",20.01,1,10,3,35
2021,4,"AAAS",22.1,1,20,4,20
2021,4,"AAAS",28.1,1,18,4,18
2021,4,"AAAS",39.06,1,26,4,26
2021,4,"AAAS",60.5,1,19,4,19
2021,4,"ANTH",1,1,28,3.33333333333333,28
2021,3,"ANTH",6,2,172,4,86
2021,4,"ANTH",32,1,59,4,59
2021,4,"ANTH",11,1,28,3.66666666666667,28
2021,4,"ANTH",17,1,28,3.66666666666667,28
2021,4,"",31,1,29,4,29
2021,4,"ANTH",75,1,12,4,12
2021,4,"ANTH",50.34,1,55,4,55
2021,4,"",1,1,11,4,11
2021,4,"",1,1,62,3.66666666666667,48
2021,4,"ARTH",11.02,1,23,3.66666666666667,23
2021,4,"ARTH",27.03,1,20,4,20
2021,4,"ARTH",28.01,1,22,4,22
2021,4,"ARTH",32.21,1,21,3.66666666666667,21
2021,4,"ARTH",38.03,1,20,4,19
2021,4,"ARTH",41.02,1,19,3.66666666666667,19
2021,4,"ARTH",89.02,1,11,3.66666666666667,11
2021,4,"ASCL",1.01,1,25,3.66666666666667,25
2021,4,"ASCL",10.02,1,25,4,25
2021,4,"ASCL",51.04,1,28,4,44
2021,4,"ASCL",62.1,1,16,3.66666666666667,16
2021,4,"",60.05,1,12,4,12
2021,4,"ASCL",60.2,1,38,4,29
2021,4,"ASCL",62.1,1,21,3.66666666666667,21
2021,4,"ASCL",64.14,1,22,4,22
2021,4,"ASCL",67.01,1,19,3.33333333333333,19
2021,4,"ASCL",70.02,1,19,4,19
2021,4,"ASCL",70.2,1,36,4,36
2021,4,"ASCL",80.08,1,14,3.66666666666667,14
2021,4,"ASTR",2,1,29,4,29
2021,4,"ASTR",3,1,18,3.66666666666667,25
2021,4,"BIOL",2,1,34,4,34
2021,4,"BIOL",12,2,92,3,48.3333333333333
2021,4,"BIOL",14,1,46,3.16666666666667,46
2021,4,"BIOL",16,1,39,3.33333333333333,39
2021,4,"BIOL",19,1,23,3.33333333333333,23
2021,4,"BIOL",24,1,24,3.66666666666667,24
2021,4,"BIOL",91,1,14,3.33333333333333,14
2021,4,"BIOL",40,1,53,3,53
2021,4,"BIOL",41,1,14,3.5,14
2021,4,"",47,1,16,3,16
2021,4,"BIOL",48,1,23,3.33333333333333,24
2021,4,"BIOL",72,1,10,3.33333333333333,24
2021,4,"BIOL",11.07,1,38,3,48
2021,4,"CHEM",5,1,182,3.33333333333333,109
2021,4,"CHEM",6,1,40,3.33333333333333,81
2021,4,"CHEM",51,1,18,3.33333333333333,23
2021,4,"",1,1,12,4,12
2021,4,"CHIN",4,2,24,3.84722222222222,12
2021,4,"CHIN",31,1,14,4,12
2021,4,"CLST",6,1,21,4,21
2021,4,"CLST",1.03,1,85,3.66666666666667,85
2021,4,"CLST",17,1,23,3.66666666666667,23
2021,4,"CLST",11.02,1,14,4,14
2021,4,"CLST",7.58,1,28,4,28
2021,4,"COCO",26,1,19,4,14
2021,4,"COGS",21,1,30,3.66666666666667,30
2021,4,"",7.02,1,24,4,24
2021,4,"COGS",44,1,148,4,85
2021,4,"COGS",69,1,26,3.83333333333333,26
2021,4,"COGS",50.05,1,33,4,33
2021,4,"COLT",1,1,50,4,50
2021,4,"COLT",10.23,1,16,3.83333333333333,30
2021,4,"COLT",40.01,1,14,4,14
2021,4,"COLT",40.07,1,74,4,74
2021,4,"COLT",64.11,1,22,4,22
2021,4,"COLT",62.04,1,33,4,35
2021,4,"COLT",64.01,1,71,4,38
2021,4,"COLT",66.01,1,37,4,37
2021,4,"COSC",13,2,194,4,97
2021,4,"COSC",10,2,104,3.66666666666667,52
2021,4,"COSC",36,1,30,3.66666666666667,30
2021,4,"COSC",22,1,27,4,27
2021,4,"COSC",61,1,16,3.5,19
2021,4,"COSC",30,1,63,3.33333333333333,63
2021,4,"COSC",50,3,64,3.80208333333333,21.3333333333333
2021,4,"COSC",51,1,40,3.66666666666667,35
2021,4,"COSC",60,1,10,4,10
2021,4,"COSC",70,1,42,4,42
2021,4,"COSC",71,1,10,3.33333333333333,10
2021,4,"COSC",74,1,81,4,81
2021,4,"COSC",76,1,85,3.33333333333333,85
2021,4,"COSC",87.05,1,27,4,27
2021,4,"COSC",87,1,10,3.33333333333333,11
2021,4,"COSC",63.01,1,10,4,10
2021,4,"",89.28,1,13,3.66666666666667,13
2021,4,"",10,1,13,4,13
2021,4,"CRWT",12,1,11,4,11
2021,4,"CRWT",60,1,11,4,15
2021,4,"EARS",1,1,56,3.66666666666667,56
2021,4,"EARS",6,2,148,3.66666666666667,74
2021,4,"",8,1,10,3.66666666666667,10
2021,4,"EARS",14,1,49,4,49
2021,4,"EARS",35,1,14,3.5,14
2021,4,"EARS",36,1,16,3.66666666666667,27
2021,4,"EARS",45,1,19,3.66666666666667,19
2021,4,"EARS",46,1,19,3.66666666666667,19
2021,4,"",47,1,19,4,19
2021,4,"EARS",77,1,13,4,13
2021,4,"ECON",1,5,325,3.33333333333333,65
2021,4,"ECON",2,1,42,3.66666666666667,41
2021,4,"ECON",5,1,23,3.66666666666667,23
2021,4,"ECON",10,2,100,3.33333333333333,50
2021,4,"ECON",20,2,50,3.33333333333333,56
2021,4,"",2,4,198,3.51178451178451,49.5
2021,4,"ECON",22,2,130,3.33333333333333,65
2021,4,"ECON",24,2,104,3.66666666666667,79
2021,4,"",2.01,2,80,3.33333333333333,40
2021,4,"ECON",26,2,84,3.33333333333333,42
2021,4,"ECON",27,2,124,3.33333333333333,62
2021,4,"ECON",28,2,31,3.33333333333333,35
2021,4,"ECON",29,2,40,4,20
2021,4,"ECON",32,2,76,3.66666666666667,38
2021,4,"ECON",36,2,74,3.33333333333333,37
2021,4,"ECON",6,2,132,3.66666666666667,66
2021,4,"ECON",76,1,21,4,21
2021,4,"ECON",77,1,20,3.66666666666667,20
2021,4,"",78,1,13,4,13
2021,4,"ECON",80,1,11,4,11
2021,4,"EDUC",1,1,49,3.66666666666667,49
2021,4,"ENGL",1,1,48,4,48
2021,4,"ENGL",15,1,37,3.66666666666667,37
2021,4,"ENGL",47,1,19,3.66666666666667,19
2021,4,"ENGL",52.05,1,18,3.83333333333333,18
2021,4,"ENGL",52.06,1,35,3.66666666666667,35
2021,4,"ENGL",53.49,1,15,3.66666666666667,15
2021,4,"ENGL",54.15,1,14,4,14
2021,4,"ENGL",63.06,1,20,3.33333333333333,20
2021,4,"ENGL",64.05,1,16,4,16
2021,4,"ENGS",4,1,30,3.83333333333333,30
2021,4,"ENGS",12,2,43,3.81395348837209,21.5
2021,4,"ENGS",13,1,231,4,104
2021,4,"ENGS",20,1,21,3.33333333333333,21
2021,4,"",21,1,90,4,90
2021,4,"ENGS",22,1,45,3.66666666666667,45
2021,4,"ENGS",7.01,1,37,3.66666666666667,37
2021,4,"ENGS",26,1,12,4,14
2021,4,"",27,1,11,4,11
2021,4,"",32,1,12,3.83333333333333,12
2021,4,"ENGS",33,1,19,3.66666666666667,19
2021,4,"ENGS",35,1,16,3.16666666666667,22
2021,4,"ENGS",37,1,53,4,53
2021,4,"",50,3,56,3.80208333333333,21.3333333333333
2021,4,"ENGS",66,1,63,3.33333333333333,63
2021,4,"",56,1,26,3.66666666666667,26
2021,4,"ENGS",16.01,1,76,3.66666666666667,67
2021,4,"",91,1,10,3.33333333333333,10
2021,4,"ENGS",92,1,13,3.66666666666667,13
2021,4,"",93,1,23,3.66666666666667,23
2021,4,"ENVS",14,1,107,3.66666666666667,107
2021,4,"",17,1,47,4,47
2021,4,"ENVS",30,1,29,3.66666666666667,29
2021,4,"ENVS",60,1,27,4,27
2021,4,"ENVS",67,1,30,4,30
2021,4,"ENVS",79,1,14,3.5,14
2021,4,"ENVS",40.01,1,12,4,12
2021,4,"ENVS",42.01,1,12,4,12
2021,4,"ENVS",84.01,1,12,3.5,12
2021,4,"",1,1,33,3.66666666666667,38
2021,4,"FILM",20,1,23,3.66666666666667,23
2021,4,"FILM",30,1,11,4,12
2021,4,"",33,1,14,4,14
2021,4,"FILM",40,1,13,4,13
2021,4,"FILM",22,1,11,4,12
2021,4,"FILM",42.02,1,11,4,13
2021,4,"FILM",42.17,1,19,3.33333333333333,19
2021,4,"FILM",46.01,1,26,3.33333333333333,26
2021,4,"FILM",47.32,1,13,4,13
2021,4,"FILM",3,1,74,3.66666666666667,74
2021,4,"FREN",1,1,11,4,11
2021,4,"FREN",3,4,58,3.83908045977011,14.5
2021,4,"FREN",8,1,15,4,15
2021,4,"FREN",24,1,10,4,10
2021,4,"FREN",70.02,1,12,4,14
2021,4,"GEOG",2.01,1,31,4,21
2021,4,"GEOG",25,1,19,3.66666666666667,19
2021,4,"GEOG",4.01,1,24,4,42
2021,4,"GEOG",57,1,10,3.83333333333333,10
2021,4,"GEOG",71,1,19,4,19
2021,4,"GEOG",77,1,16,4,13
2021,4,"GEOG",8.01,1,35,3.66666666666667,35
2021,4,"GEOG",9.01,1,40,3.33333333333333,40
2021,4,"GEOG",21.01,1,30,3.66666666666667,30
2021,4,"GEOG",32.01,1,18,4,18
2021,4,"GEOG",40.03,1,18,4,18
2021,4,"GEOG",47.01,1,30,4,31
2021,4,"GERM",1,2,24,3.66666666666667,12
2021,4,"",15,1,71,4,71
2021,4,"GERM",10.01,1,14,4,14
2021,4,"GERM",42.06,1,11,4,14
2021,4,"GERM",41,1,17,4,17
2021,4,"GERM",43.05,1,19,3.33333333333333,19
2021,4,"GOVT",3,1,33,3.66666666666667,33
2021,4,"GOVT",4,1,45,3.33333333333333,45
2021,4,"GOVT",5,2,78,3.33333333333333,39
2021,4,"",6,1,31,3.33333333333333,35
2021,4,"GOVT",10,2,53,3.33333333333333,26.5
2021,4,"GOVT",16,1,30,3.66666666666667,30
2021,4,"GOVT",37,1,18,4,18
2021,4,"GOVT",39,1,16,3.33333333333333,16
2021,4,"GOVT",68,1,64,3.33333333333333,64
2021,4,"GOVT",64.12,1,16,4,16
2021,4,"GOVT",20.01,1,26,3.33333333333333,26
2021,4,"",20.05,1,25,3.66666666666667,25
2021,4,"GOVT",30.03,1,30,3.66666666666667,30
2021,4,"GOVT",40.03,1,19,3.33333333333333,19
2021,4,"GOVT",40.09,1,15,3.33333333333333,23
2021,4,"GOVT",40.25,1,35,3.66666666666667,35
2021,4,"GOVT",60.23,1,17,3.33333333333333,17
2021,4,"GOVT",64.01,1,27,3.33333333333333,27
2021,4,"GOVT",81.16,1,15,3.66666666666667,14
2021,4,"GOVT",83.05,1,16,3.66666666666667,16
2021,4,"GOVT",83.25,1,15,3.66666666666667,15
2021,4,"GOVT",83.28,1,12,3.66666666666667,12
2021,4,"GOVT",85.08,1,25,3.66666666666667,16
2021,4,"GOVT",85.16,1,17,3.66666666666667,20
2021,4,"GOVT",85.39,1,14,3.66666666666667,14
2021,4,"GOVT",86.25,1,24,3.66666666666667,23
2021,4,"GOVT",86.4,1,19,4,14
2021,4,"GOVT",86.45,1,22,4,22
2021,4,"",14,1,58,3.33333333333333,58
2021,4,"HIST",16,1,21,3.66666666666667,21
2021,4,"HIST",26,1,16,3.66666666666667,16
2021,4,"HIST",36,1,30,3.5,45
2021,4,"HIST",21,1,33,3.66666666666667,35
2021,4,"HIST",49,1,11,3.33333333333333,11
2021,4,"HIST",5.04,1,25,4,25
2021,4,"HIST",5.13,1,35,4,34
2021,4,"HIST",71,1,25,4,25
2021,4,"HIST",77,1,14,3.66666666666667,14
2021,4,"HIST",85,1,13,4,13
2021,4,"HIST",24,1,10,4,10
2021,4,"HIST",25.02,1,33,3.66666666666667,33
2021,4,"HIST",31.01,1,27,4,27
2021,4,"HIST",43.01,1,23,3.66666666666667,23
2021,4,"HIST",78.04,1,22,4,22
2021,4,"HIST",65,1,11,3.66666666666667,15
2021,4,"HIST",90.11,1,17,3.33333333333333,17
2021,4,"HIST",90.13,1,11,4,14
2021,4,"HIST",94.05,1,23,3.66666666666667,23
2021,4,"HIST",96.38,1,13,4,13
2021,4,"HUM",1,6,92,3.77536231884058,15.3333333333333
2021,4,"INTS",16,1,35,3.66666666666667,35
2021,4,"INTS",18,1,30,3.66666666666667,30
2021,4,"ITAL",1,2,32,3.84375,16
2021,4,"ITAL",3,1,12,4,12
2021,4,"ITAL",11,1,14,3.66666666666667,14
2021,4,"ITAL",14,1,13,4,15
2021,4,"ITAL",37.11,1,22,4,22
2021,4,"",1,2,37,3.83783783783784,18.5
2021,4,"JWST",4,1,21,3.66666666666667,21
2021,4,"JWST",51,1,11,4,11
2021,4,"JWST",37.02,1,119,4,71
2021,4,"JWST",40.01,1,15,3.33333333333333,15
2021,4,"LACS",80.11,1,34,4,11
2021,4,"LACS",50.09,1,25,3.66666666666667,27
2021,4,"LAT",50.03,3,55,4,18.3333333333333
2021,4,"LAT",3,2,27,3.66666666666667,13.5
2021,4,"LAT",20,1,10,4,10
2021,4,"LATS",3,1,24,3.66666666666667,12
2021,4,"",5,1,15,3.66666666666667,15
2021,4,"LATS",31,1,27,4,27
2021,4,"LATS",45,1,30,3.66666666666667,15
2021,4,"LING",1,2,42,3.33333333333333,28
2021,4,"LING",5,1,19,3.66666666666667,19
2021,4,"LING",22,1,17,3.83333333333333,17
2021,4,"LING",50.01,1,33,4,33
2021,4,"",1,4,300,3.33333333333333,75
2021,4,"MATH",1,6,1175,4,235
2021,4,"",8,3,231,3,77
2021,4,"MATH",9,2,32,3.16666666666667,16
2021,4,"MATH",11,4,444,3.66666666666667,111
2021,4,"",13,1,35,3.33333333333333,35
2021,4,"",51.13,1,33,4,33
2021,4,"",22,2,92,3.33333333333333,46
2021,4,"MATH",23,2,70,3.66666666666667,35
2021,4,"MATH",25,1,15,4,15
2021,4,"MATH",36,1,32,3.66666666666667,32
2021,4,"MATH",50,1,72,3.66666666666667,72
2021,4,"MATH",68,1,11,3.66666666666667,11
2021,4,"MATH",71,1,15,4,15
2021,4,"",50.02,1,35,3.66666666666667,35
2021,4,"MES",6.02,1,54,4,54
2021,4,"MES",31,1,35,3.66666666666667,35
2021,4,"MES",12.09,1,15,3.33333333333333,15
2021,4,"MES",13.12,1,19,4,19
2021,4,"MUS",1,1,30,4,30
2021,4,"MUS",20,1,32,4,30
2021,4,"",21,1,18,3.66666666666667,18
2021,4,"",25,1,16,4,14
2021,4,"",26,1,10,4,10
2021,4,"MUS",36,1,17,3.66666666666667,17
2021,4,"MUS",42,1,19,4,19
2021,4,"MUS",28,1,74,4,74
2021,4,"MUS",51,1,27,3.66666666666667,27
2021,4,"MUS",99,1,16,3.66666666666667,16
2021,4,"MUS",16.02,1,19,3.66666666666667,19
2021,4,"MUS",18.02,1,26,4,22
2021,4,"",40.06,1,13,4,13
2021,4,"MUS",57.03,1,14,4,11
2021,4,"NAS",8,1,35,3.66666666666667,35
2021,4,"",11,1,28,3.66666666666667,35
2021,4,"NAS",14,1,80,3.33333333333333,58
2021,4,"",25,1,78,3.66666666666667,78
2021,4,"NAS",30.22,1,11,4,11
2021,4,"PBPL",43,1,20,3.66666666666667,20
2021,4,"PBPL",44,1,18,3.5,16
2021,4,"PBPL",54.09,1,32,3.66666666666667,16
2021,4,"PBPL",83.01,1,12,3.66666666666667,12
2021,4,"PHIL",3,1,19,3.66666666666667,19
2021,4,"PHIL",4,1,29,4,29
2021,4,"PHIL",9,1,25,3,30
2021,4,"PHIL",1.01,1,27,3.66666666666667,27
2021,4,"PHIL",1.03,1,30,4,30
2021,4,"PHIL",1.11,1,27,4,27
2021,4,"PHIL",1.14,1,18,4,20
2021,4,"PHIL",1.16,1,28,3.83333333333333,28
2021,4,"PHIL",11,1,22,3.66666666666667,22
2021,4,"PHIL",26,1,24,4,24
2021,4,"PHIL",9.01,1,27,3.66666666666667,27
2021,4,"PHIL",16.02,1,15,3.66666666666667,15
2021,4,"PHIL",38.03,1,22,4,15.3333333333333
2021,4,"PHIL",50.36,1,18,4,18
2021,4,"PHYS",3,1,28,3.66666666666667,28
2021,4,"PHYS",13,2,186,3.33333333333333,97
2021,4,"PHYS",15,1,26,4,31
2021,4,"",19,1,11,4,10
2021,4,"PHYS",43,1,16,4,16
2021,4,"PHYS",23.61,1,12,3.83333333333333,12
2021,4,"PHYS",70,1,13,3.66666666666667,13
2021,4,"",77,1,14,4,14
2021,4,"PSYC",1,1,199,3,199
2021,4,"PSYC",6,1,76,3.16666666666667,76
2021,4,"PSYC",10,1,33,3.33333333333333,33
2021,4,"PSYC",11,1,23,3.66666666666667,23
2021,4,"PSYC",21,1,66,3.33333333333333,66
2021,4,"PSYC",2,1,51,3,42
2021,4,"PSYC",35,1,14,3.33333333333333,14
2021,4,"PSYC",36,1,20,3.33333333333333,20
2021,4,"PSYC",37,1,24,3.66666666666667,23
2021,4,"PSYC",40,1,30,3.66666666666667,30
2021,4,"PSYC",60,1,11,3.66666666666667,18
